,text
10,"후후앤컴퍼니가 후후 앱에 수집된 데이터 분석 결과 1분기 스팸 신고가 810만건 접수됐다고 밝혔다. 분기 기준으로 스팸 신고가 800만건을 돌파한 것은 관련 통계 집계 이래 이번이 처음이다., 후후앤컴퍼니에 따르면, 1분기 스팸 신고는 전년동기비 약 127만여건, 전분기비로는 31만여건 증가했다., 가장 많은 신고 유형은 주식/투자로 307만여건을 기록했다. 대출권유가 194만여건으로 뒤를 이었다. 주식/투자와 대출권유 스팸은 1분기 합계 500만건을 넘어서면서 전체 신고 건수의 절반 이상을 차지했다. , 주식/투자 유형은 지난해 1분기 193만건에서 1년 새 100만건 이상 늘어 분기별 300만건을 돌파했다., 반면 대출권유 유형은 지난해 1분기 191만건을 기록하고, 3분기 240만여건으로 정점을 찍은 뒤 감소세로 돌아선 상황으로, 2분기 연속 감소세를 보이면서 지난해 1분기 이후 처음으로 200만건 미만으로 줄었다., 후후앤컴퍼니는 1분기 통계의 특이점으로 대리운전 스팸의 상승세를 꼽았다. 방역조치가 점차 완화된 영향을 받으면서 3월 대리운전 스팸 신고 건수가 전월비 95% 상승한 4천여건을 기록해 전년도 연말 수준을 회복했다., 후후앤컴퍼니 허태범 대표는 “코로나 방역조치 완화에 따른 스팸의 변화를 눈여겨볼 점”이라고 전했다."
11,"특허청이 29일 국민은행, 농협은행, 우리은행, 유미특허법인, 주원아이피 등 5곳을 발명의 평가기관으로 추가 지정·고시한다고 밝혔다., 발명의 평가기관은 발명진흥법에 따라 지식재산(IP)의 기술성과 사업성 등을 평가해 IP의 경제적 가치를 산정하는 기관이다. 이번 추가 지정으로 인해 총 23개 발명의 평가기관(공공기간 9개, 민간기관 14개)이 IP가치평가를 수행하게 된다., 평가기관의 평가결과는 보증기관의 IP보증서 발급, 은행의 IP담보대출, 투자기관의 IP투자에 주로 활용된다. IP거래나 이전, IP사업타당성 분석 등 사업화 과정에서도 활용되고 있다., 최근 지식재산(IP) 금융시장이 성장하면서 IP가치평가에 대한 수요가 증가함에 따라, 기업 등 평가수요자 중심으로 우수한 평가역량을 갖춘 평가기관 지정 확대의 필요성이 지속 제기돼 왔다., 이에 특허청은 발명의 평가기관 지정신청 공고·접수, 신청기관 현장실사, 지정심의위원회를 거쳐 민간기관 5곳을 발명의 평가기관으로 추가 지정하게 됐다고 설명했다., 한편 지정취소를 신청한 공공기관 2곳(한국산업기술진흥원/한국산업기술시험원)에 대해서는 발명의 평가기관 지정을 취소했다., 특허청 정연우 산업재산정책국장은 “민간기관 중심으로 발명의 평가기관 지정을 지속 확대하고 평가품질 제고를 위한 관리체계를 마련하는 등 IP가치평가 인프라 구축에 나설 것”이라고 밝혔다."
12,"효성인포메이션시스템과 래블업이 인공지능(AI), 머신러닝(ML), 고성능컴퓨팅(HPC) 시장 공략을 위한 업무협약을 체결했다. 양사는 공동 영업과 마케팅 등을 전개하고, AI와 HPC 위한 GPU 환경 구현과 지속적 운영 관리를 제공해 관련 시장을 확대한다는 전략이다.  , 래블업은 AI 개발 플랫폼 전문기업으로 GPU 분할 가상화 기술을 보유하고 있다. 효성인포메이션시스템은 래블업과 함께 GPU 기반 AI 플랫폼으로 AI 프로젝트를 위한 인프라 환경을 제공하고 복잡한 AI업무를 단순화함으로써 고객의 AI 기반 디지털 혁신을 지원할 방침이다. , 래블업은 AI 개발 및 서비스를 위한 올인원 엔터프라이즈 클러스터 플랫폼인 ‘백엔드닷에이아이’를 제공하고, 효성인포메이션시스템은 이를 기반으로 GPU 기반의 데이터 연산부터 고성능 컴퓨팅에 최적화된 스토리지를 활용한 대용량 데이터 저장과 자동화된 관리·운영까지 통합한 ‘AI 통합 플랫폼’을 제공한다., 래블업 신정규 대표는 “엔비디아 AI 엑셀러레이티드 프로그램과 DGX 레디 소프트웨어 프로그램 등 기술 파트너십 뿐만 아니라 국내외 대규모 기업 및 기관 고객을 통해 검증된 기술력을 바탕으로 고객의 성공적인 AI 프로젝트를 위해 양사 시너지를 높이겠다”며 “앞으로 양사 고객은 AIOps를 기반으로 AI 서비스 도입과 비즈니스 성과 창출을 가속화할 수 있을 것”이라고 밝혔다., 양정규 효성인포메이션시스템 대표는 “양사가 국내에서 축적해온 데이터, AI 관련 기술력을 바탕으로 GPU 가상화와 자원 관리에 어려움을 겪는 고객에게 최상의 인프라 환경을 제공하겠다”고 밝혔다."
13,"S2W가 사이버위협 인텔리전스(CTI) 플랫폼 ‘퀘이사’를 공개했다. 최적의 위협 인텔리전스를 제공하며 사이버보안 체계 강화를 선도하겠다는 포부도 밝혔다., 2018년 KAIST 네트워크 보안 연구진을 주축으로 설립된 S2W는 데이터 인텔리전스 기업이다. 설립 4년차의 스타트업이지만, 금융·통신·제조·이커머스 등 다양한 분야의 메이저 고객사를 확보하면서 빠르게 성장하고 있어 주목받고 있다. 인터폴에 CTI 솔루션을 공급해 주목받기도 했다., S2W가 새롭게 선보인 퀘이사는 기존 제공하던 CTI 솔루션 ‘자비스’를 업그레이드하는 동시에 이상거래탐지 솔루션 ‘트루즈’, 암호화폐 모니터링과 자금세탁방지 솔루션 ‘아이즈’의 기능까지 포괄한 점이 특징으로, 이상행위 감지가 어려운 신종 공격기법을 정교한 위협 모니터링을 바탕으로 방어할 수 있도록 지원한다., 곽경주 S2W 이사는 “퀘이사는 초거대 블랙홀이면서 가장 밝은 광원을 가진 천체로, 모든 다크웹의 모든 위협 정보를 모아 보안을 강화할 수 있는 밝은 길을 제시하겠다는 의지를 담아 퀘이사로 명명했다”며 “정보 수집 기능이 더 강화된 퀘이사를 통해 지능화된 위협을 효과적으로 방어할 수 있게 할 것”이라고 밝혔다., 퀘이사에서 가장 눈에 띄는 부분은 관계 그래프 등 시각적인 효과를 강화한 점이다. 텍스트 기반으로 제시돼 가독성이 떨어졌던 자비스의 단점을 개선한 것으로, 보다 직관적으로 위협정보를 파악하고 대응할 수 있다는 게 사측 설명이다., 가시성 개선 외에도 데이터 수집 속도와 데이터 처리 속도를 향상시키고, 모니터링 대상이 되는 다크웹/딥웹 등의 수집 채널을 확대해 적시에 필요한 위협 정보를 제공하도록 업그레이드했다. , 제공되는 주요 서비스는 ▲브랜드 사칭과 악용 사이트 등 잠재적 위협으로부터 브랜드를 보호하는 ‘디지털 리스크 보호’ ▲기업 핵심 자산정보 유출 여부를 실시간 탐지하는 ‘데이터 유출 탐지’ ▲다양한 외부 위협에 대한 유의미한 대응책을 신속하게 제공하는 ‘동적 위협 및 취약점 관리’ 등이다., 이를 통해 디지털 리스크로부터 브랜드를 보호하고, 신뢰구간을 무너뜨리는 신종 공격에 대한 강력한 제로트러스트 위협정보(TI) 관리환경을 운영할 수 있다. , S2W는 퀘이사를 활용하는 기업간에 공격 관련 첩보 등 핵심 정보를 공유할 수 있는 생태계를 조성하고, 다양한 국내외 보안 기관과의 협력을 통해 위협을 탐지하는 채널을 계속 확장해 나갈 예정이다., 서상덕 S2W 대표는 “퀘이사는 다크웹과 딥웹에서부터 시작되는 공격을 비롯해 랜섬웨어나 피싱, APT 공격 등 까다로운 신종 사이버위협에 대응하기 위한 효과적이고 즉각적인 예방책”이라고 말하며, “편의성과 성능, 위협을 관리할 수 있는 커버리지 면에서 압도적인 솔루션이 될 것”이라고 자신했다."
14,"KT가 O2O 플랫폼 기업인 만나플래닛과 소상공인에게 도움이 되는 통신 DX 서비스 개발을 골자로 하는 업무협약을 체결했다고 밝혔다., 만나플래닛은 만나코퍼레이션의 배달대행 브랜드(만나플러스)에 서비스를 제공하는 플랫폼 서비스 기업이다. 음식주문 애플리케이션(만나이츠)와 매장 통합관리 시스템(만나포스), 주문접수 웹사이트(만나샵) 등을 운영하고 있다., KT의 소상공인 통신 DX 서비스와 만나플래닛의 주문결제 플랫폼을 결합하고 ▲비대면 주문·결제 서비스 ▲모바일 키오스크 서비스 ▲소상공인 대상 홍보·마케팅 활성화 ▲소상공인 통신 DX 상품 도입 등의 영역에서 협력하는 것이 주요 골자다., 우선 양사는 KT의 스몰오더 서비스에 만나플래닛의 만나샵 서비스를 연동해 메뉴를 미리 주문하고, 배달도 신청하는 서비스를 제공할 예정이다. , KT의 위치문자와 가게정보알림메시지 서비스를 만나플래닛 가맹점에 제공해 점주가 직접 점포를 홍보하고 마케팅도 할 수 있는 기회도 제공하기로 했다., KT는 만나플래닛과 협력으로 더 많은 소상공인에게 매장 운영과 홍보, 영업에 직접 도움을 줄 수 있는 통신 DX 서비스를 확대 제공할 수 있게 될 것으로 기대했다., 만나플래닛 조양현 대표는 “이번 협약체결을 시작으로 양사가 운영하는 서비스를 연계해 소상공인의 매출 증대에 기여하길 기대한다”며 “지역경제 활성화에 도움이 되도록 최선을 다하겠다”고 말했다., KT 민혜병 Enterprise서비스DX본부장은 “KT는 만나플래닛과 소상공인의 매장 운영과 홍보에 도움 될 수 있는 DX 서비스를 계속 제공하겠다”며 “특히 통신 DX를 바탕으로 소상공인의 사업 혁신에 기여하겠다”고 강조했다."
15,"한국전자통신연구원(ETRI)과 한국정보통신기술협회(TTA)은 가상융합공간 ‘메타버스’ 분야의 ICT 융합표준 프레임워크 개발에 착수한다고 28일 혔다., 이 표준 프레임워크는 메타버스 융합서비스와 활용 시나리오를 분석하고 이를 구현하는 데 필요한 표준을 정의해 연구자들의 기술 개발과 활용을 지원하기 위한 것이다., 표준 프레임워크는 새로운 ICT 융합서비스를 발굴하고 이렇게 발굴된 서비스를 구현하는 데 필요한 표준을 제시하는 지침으로 활용된다., 단위 기술이나 서비스가 아닌 ▲산업생태계 대상의 서비스 모델링 ▲현재 개발된 표준 식별 ▲추가 개발이 필요한 표준(잠재표준) 분석 등을 통해 미래 산업의 생태계 구조를 예측하고, 시장과 서비스에서 필요로 하는 표준의 청사진을 선제적으로 제시하는 것을 목표로 삼았다., ETRI는 메타버스 관련 분야 산·학·연 전문가와 관계 부처가 참여하는 전문가 협의체를 구성해 메타버스 표준 프레임워크 개발을 추진할 방침이다. 또 개발된 표준 프레임워크의 확산과 보급, 실효성 검증 등을 위한 공청회를 올해 말 개최해 균형 있는 의견 수렴을 병행할 예정이다., ETRI 표준연구본부 강신각 본부장은 “디지털 탈바꿈이 가속화되며 메타버스가 급부상하는 시점에 산·학·연 전문가 등 다양한 이해당사자 간 협력을 통한 전략적인 표준 프레임워크 개발이 필수적”이라며 “표준 관점에서 시장에서 필요로 하는 메타버스 분야 ICT 융합표준 활용 및 대응체계 강화를 위해 노력하겠다”고 밝혔다., 한편 ETRI 연구진은 ▲스마트헬스 ▲스마트팜 ▲스마트이동체 ▲스마트에너지 ▲스마트시티 ▲스마트제조 6대 융합산업 분야에 대한 표준 프레임워크 개발을 완료했으며, 개발이 완료된 6개 표준 프레임워크는 ETRI 지식공유플랫폼과 TTA 정보마당에서 찾아볼 수 있다."
16,"한국후지쯔는 레드햇 오픈시프트 컨테이너 플랫폼, 쿠버네티스용 ‘후지쯔 엔터프라이즈 포스트그레’를 출시한다고 28일 밝혔다. 개방형 컨테이너 기술을 활용한 하이브리드 클라우드 DB 솔루션으로 특정 클라우드에 대한 종속성이 없어 용이한 클라우드 전환을 지원하는 점이 특징이다., 후지쯔 엔터프라이즈 포스트그레는 특화된 기업용 기능을 탑재해 고성능과 고가용성(HA)을 실현하고, 256비트 암호화 키를 활용한 암호화 기능을 제공한다. 온프레미스 데이터센터를 관리하지 않아도 자동으로 업데이트도 가능하다. , 특히 하이브리드 트랜잭션 분석 처리(HTAP)를 통해 인메모리 분석성능을 가속화해 쿼리 처리량을 최대 5배까지 높일 수 있다는 게 사측 설명이다., 데이터베이스 구성을 빠르고 효율적으로 설정하는 스마트 셋업 기능과 시스템을 지속적으로 모니터링해 이상이 감지될 경우 비즈니스 연속성을 보장하는 미러링 컨트롤러로 99.99%의 가용성을 보장한다., 한국후지쯔 정승준 신규솔루션 그룹장은 “오픈소스 기반의 데이터베이스인 후지쯔 엔터프라이즈 포스트그레와 안정적이고 신뢰할 수 있는 쿠버네티스 기술을 바탕으로 보다 많은 고객이 진정한 하이브리드클라우드의 실현에 빠른 속도로 도달할 수 도록 기여하겠다”라고 말했다., 한편 한국후지쯔는 국내 15여개 고객사에 후지쯔 엔터프라이즈 포스트그레와 클라우드 인프라 환경의 데이터 구축 서비스를 제공해 데이터베이스 관리자의 운영 부하 감소와 TCO절감 효과를 거뒀다고 전했다."
17,"구글클라우드(GCP)가 ‘데이터 클라우드 서밋' 미디어 브리핑을 열고 데이터 클라우드와 관련한 새로운 서비스를 발표했다. , 구글클라우드는 이번에 발표한 주요 서비스는 기업이 데이터와 데이터 워크로드의 한계를 극복하고 데이터의 도달 범위를 확장해 데이터의 가치를 빠르게 실현할 수 있도록 하는 데 초점을 맞췄다고 설명했다., 신규 서비스는  ▲빅레이크 ▲스패너 체인지 스트림 ▲버텍스 AI워크벤치 ▲루커용 커넥티드 시트 등이다. 제한없는 데이터 클라우드를 구현하면서 데이터를 활용한 비즈니스 혁신을 지원한다는 게 사측 설명이다., 프리뷰 버전으로 발표된 빅레이크는 비정형 데이터를 다루는 데이터 레이크와 정형 데이터를 위한 데이터 웨어하우스를 통합한 데이터 레이크 스토리지 엔진이다., 데이터 레이크와 웨어하우스에서 각각 데이터를 관리할 경우 데이터 사일로의 문제가 발생하는데, 빅레이크는 단일 뷰로 데이터를 통합 관리해 스토리지 형식이나 시스템에 관계없이 데이터를 분석할 수 있게 한다., 이를 통해 소스에서 데이터를 복제하거나 이동할 필요가 없어 비용절감 및 효율성 향상을 이룰 수 있다는 논리다., 개방형 레이크 하우스 아키텍처 기반의 빅레이크는 아파치 스파크와 같은 오픈소스 처리엔진을 비롯해 구글클라우드 서비스와 파케이 등 오픈파일 형식을 아우르는 API 인터페이스를 통해 세분화된 액세스 제어 역량을 갖출 수 있도록 지원한다. , 스패너 체인지 스트림은 구글클라우드 데이터베이스인 ‘스패너’에 새롭게 추가된 기능으로 데이터베이스에서 삽입, 업데이트, 삭제 등의 변경 사항을 실시간으로 추적할 수 있다., 스패너에서 빅쿼리로 변경 사항을 쉽게 복제하고 Pub/Sub을 사용해 다운스트림 애플리케이션 동작을 실행시키거나, 컴플라이언스 준수를 위해 구글 클라우드 스토리지에 변경 사항을 저장해 실시간 분석을 수행할 수 있다. , 버텍스 AI워크벤치는 보다 빠른 AI 모델 개발과 손쉬운 유지보수를 지원하는 서비스로, 데이터와 머신러닝(ML) 시스템을 단일 인터페이스로 제공해 모든 팀이 데이터 분석, 데이터 사이언스, 머신러닝 전반에 걸쳐 공통된 툴셋을 사용할 수 있도록 지원한다., 구글클라우드에 따르면 버텍스 AI워크벤치는 구글 클라우드의 빅쿼리, 서버리스 스파크, 데이터프록과 네이티브 통합이 가능하며 기존 노트북 환경보다 5배 빠르게 ML 모델을 개발-학습-배포할 수 있도록 지원한다. , 이외에도 통합형 BI 플랫폼인 루커용 커넥티드 시트와 데이터 스튜디오에서 루커 데이터 모델에 접근을 지원하는 기능도 추가돼 루커 익스플로어, 구글 스프레드시트, 데이터 스튜디오에서 드래그 앤 드롭으로 편리하게 데이터를 활용할 수 있다. , 황경태 구글클라우드 커스터머 엔지니어링 매니저는 “초당 20억건 이상의 요청을 처리하는 스패너, 초당 110테라바이트의 데이터 분석을 지원하는 빅쿼리 등 구글클라우드의 서비스를 통해 다양한 고객이 혁신을 이뤄내고 있다”면서 UPS, 월마트 등의 사례를 소개했다., 황 매니저에 따르면 UPS는 매일 10억개의 데이터 포인트를 구글클라우드에서 분석해 약 4억달러 주유 비용 절감을 이뤄냈고, 월마트는 데이터 처리시간을 23% 단축해 회계장부 마감을 3일 이내 실현하고 있다. , 황 매니저는 “데이터 한계를 극복하게 하는 빅레이크는 구글클라우드 빅쿼리의 혁신 기능을 모두 활용할 수 있다”며 “데이터와 가치 실현 사이의 격차를 줄여 더 나은 의사결정과 비즈니스 혁신을 지원할 것”이라고 강조했다., 한편 이날 구글클라우드는 ‘구글클라우드 레디-빅쿼리’ 프로그램도 발표했다. 이 프로그램은 파이브트란, 인포매티카, 태블로 등 파트너 솔루션이 핵심기능, 상호호환성 요건을 만족하는지를 검증하는 것으로, 새로운 툴 평가에 소요되는 시간을 절감할 수 있다. , 온프레미스나 기타 클라우드 환경에서 구글클라우드의 관리형 데이터베이스 서비스로 빠르고 원활하게 이전할 수 있도록 지원하는 데이터베이스 이전 프로그램에 대한 내용도 공유했다., 이 프로그램을 통해 고객은 도구 정비, 리소스, 딜로이트와 같은 협력사의 전문 역량을 활용할 수 있으며, 구글에서 제공하는 인센티브를 통해 데이터베이스 이전 비용도 절감할 수 있다. , 장화진 구글클라우드코리아 사장은 “데이터 클라우드의 기술 혁신을 통해 클라우드 환경에서 데이터의 원활한 활용을 지원하고, 데이터 기반의 비즈니스 가치를 실현함으로써 고객사가 성공적인 디지털혁신(DT) 프로젝트를 추진할 수 있도록 지원할 것”이라고 말했다."
18,"LG유플러스가 LG CNS와 함께 KB금융그룹의 차세대 고객센터(FCC) 콜인프라 구축사업을 진행한다고 27일 밝혔다., 이 사업은 KB금융그룹의 각각 운영 중인 고객센터 인프라와 음성텍스트변환/텍스트분석(STT/TA) 시스템을 ‘KB 원클라우드’ 기반으로 전환-구축하는 것이다. , 이 사업으로 KB국민은행, KB증권, KB손해보험, KB국민카드, 푸르덴셜생명, KB캐피탈, KB생명보험, KB저축은행 등 8개 계열사 고객센터가 그룹 내 표준 클라우드 인프라로 통합된다., 이를 통해 KB금융그룹은 운영효율성이 되고, 계열사 간 끊김 없는 서비스가 구현돼 더 나은 고객경험을 제공할 것으로 기대했다. , 이번 사업에서 LG유플러스와 LG CNS는 클라우드 기반의 미래형 컨택센터 서비스 제공을 위해 음성과 데이터 기반의 다양한 솔루션 개발과 인프라 구축을 2023년 6월까지 진행하고, 2026년까지 약 5년 간 서비스 운영을 맡는다., LG유플러스는 이번 사업수주를 기반으로 금융사 고객센터 인프라를 AI컨택센터(AICC)로 업그레이드해 나갈 계획이다., LG유플러스와 LG CNS는 “KB금융그룹의 성공적인 FCC 콜인프라 구축에 LG그룹의 전문역량을 활용하겠다”며, “금융권을 시작으로 여러 산업군에 AICC 및 클라우드 시장을 선도하도록 사업과 기술을 발전시켜 나가겠다”고 말했다."
19,"KT가 영국문화원의 잉글리시스코어와 온라인 영어교육 사업 협력 추진을 골자로 하는 업무협약을 체결했다고 27일 밝혔다., 잉글리시스코어는 영국문화원에서 개발한 세계 최초 모바일 기반 공인 영어시험으로, 전세계 1천여개 주요 기업교육 기관에서 공인 어학 점수 인증과 어학 능력 관리를 위해 활용되고 있다. 국내에도 올해부터 대학교와 기업을 중심으로 도입이 확대되고 있다., KT는 자사가 보유한 온라인 교육 플랫폼에 잉글리시스코어의 교육 역량을 결합시켜 온라인 영어교육 사업을 위한 공동 마케팅과 프로모션에 집중할 예정이다., KT 온라인교육서비스(랜선에듀) 이용자를 대상으로 모바일 기반 영어시험 응시를 포함해 ▲공인 성적표 발급 ▲온라인 대시보드를 통한 조직 내 응시자의 성적 향상 추이 관리(대시보드) 기능 등 잉글리시스코어의 주요 서비스를 체험할 수 있는 기회를 제공할 계획이다., KT는 다양한 영역에서 추진해 온 온라인 교육사업 경험을 기반으로 잉글리시스코어와 함께 새로운 온라인 영어교육 사업모델도 개발한다., KT의 랜선에듀 서비스와 잉글리시스코어 시험을 연계한 영어교육 과정을 개발해 학습-시험-인증까지 서비스를 확장하고 추후 영국문화원이 보유한 영어 교육 콘텐츠와 서비스까지 협력 범위를 확대할 예정이다., KT 커스터머DX사업단 박정호 단장은 “교육시장은 그 어떤 분야보다 비대면 솔루션을 이용한 디지털 전환의 필요성과 기회가 큰 시장”이라며 “양측이 보유한 훌륭한 교육 솔루션과 콘텐츠를 활용해 영어교육 시장 내 새로운 사업모델을 제시하고 DX혁신을 선도할 수 있도록 협력을 지속 강화해나가겠다”고 밝혔다."
